id,nome,tipo,posti_regolamentari,posti_non_disponibili,posti_occupati,posti_aggiornati_al,asl,nome_responsabile_asl,cognome_responsabile_asl,nome_direttore,cognome_direttore,ruolo_direttore,personale_polizia_effettivi,personale_polizia_previsti,personale_amministrativi_effettivi,personale_amministrativi_previsti,personale_educatori_effettivi,personale_educatori_previsti,personale_polizia_aggiornato_a,personale_amministrativo_aggiornato_al
MII180451,San Cataldo,Casa di reclusione,135,1,86,8/13/24,Caltanissetta - Non ancora attuato il passaggio dellassistenza sanitaria penitenziaria al Servizio sanitario nazionale,Maurizio,Grimaldi,Marilena,Lo Faro,Titolare,63,59,17,14,2,2,7/31/24,7/31/24
MII181401,Termini Imerese,Casa circondariale - Antonino Burrafato,97,3,98,8/13/24,ASP 6 Distretto 37,Antonino,Provenza,Carmen,Rosselli,Titolare,99,80,9,13,2,2,7/31/24,7/31/24
MII181625,Trapani,Casa circondariale - Pietro Cerulli,555,58,523,8/13/24,ASP N. 9,TIZIANA,SARDO,Margherita,Gennai,Titolare,242,266,25,25,7,7,7/31/24,7/31/24
MII172332,Biella,Casa circondariale,394,1,377,8/13/24,12,Erica,PIZZATO,Ignazio,Santoro,Titolare,199,210,15,26,8,8,7/31/24,7/31/24
MII179876,Volterra,Casa di reclusione,189,0,182,8/13/24,Toscana Nord Ovest,Lisa,Perugino,Valentina,Bruno,Titolare,70,82,17,19,5,5,7/31/24,7/31/24
MII172208,Civitavecchia Nuovo Complesso,Casa circondariale,357,46,532,8/13/24,RM 4,Pierluigi,Cervellini,Daniele,De Maggio,Titolare,241,261,23,35,9,8,7/31/24,7/31/24
MII181417,Tolmezzo,Casa circondariale,149,0,146,8/13/24,n. 3 Alto Friuli - Collinare - medio Friuli,Sara,Mentil,Irene,Iannucci,Titolare,168,175,10,19,5,5,7/31/24,7/31/24
MII173063,Caltanissetta,Casa circondariale,180,0,228,8/13/24,Azienda Sanitaria Provinciale n. 2,Carmelo,Abate,Giovanna,Maltese Puccia,Titolare,142,120,19,20,4,4,7/31/24,7/31/24
MII158901,Belluno,Casa circondariale,90,7,101,8/13/24,n.1 Belluno,Marco,Cristofoletti,Lara,Rampin,Titolare,81,85,8,14,2,2,7/31/24,7/31/24
MII173341,Cosenza,Casa circondariale - Sergio Cosmai,220,1,287,8/13/24,ASP CS,Gabriele,Scolati,Maria Luisa,Mendicino,Titolare,130,154,20,20,6,5,7/31/24,7/31/24
MII173265,Castrovillari,Casa circondariale - Rosa Sisca,122,3,169,8/13/24,Cosenza,Francesco,Montilli,Giuseppe,Carra',Titolare,111,113,12,15,2,2,7/31/24,7/31/24
MII172344,Bollate,Casa di reclusione - IIª casa,1267,1,1459,8/13/24,Milano,Roberto,Danese,Giorgio,Leggieri,Titolare,419,502,40,55,22,22,7/31/24,7/31/24
MII181691,Vallo della Lucania,Casa circondariale - Alfredo Paragano,40,0,57,8/13/24,A 3,Adamo,Maiese,Caterina,Sergio,Titolare,33,21,5,13,1,2,7/31/24,7/31/24
MII160204,Benevento,Casa circondariale - Michele Gaglione,259,7,410,8/13/24,Benevento 1,Gennaro,Leone,Gianfranco,Marcello,Titolare,218,217,29,23,6,6,7/31/24,7/31/24
MII181934,Viterbo,Casa circondariale  N.C.  - Nicandro Izzo,440,35,684,8/13/24,Viterbo,Giulio,Starnini,Marco,Grasselli,Reggente,268,330,29,33,9,8,7/31/24,7/31/24
MII172827,Bergamo,Casa circondariale,319,1,573,8/13/24,Bergamo,Giampietro,Gregis,Antonina,D'Onofrio,Titolare,209,221,14,23,5,6,7/31/24,7/31/24
MII176771,Isili,Casa di reclusione,130,23,81,8/13/24,8 CAGLIARI,Carlo,Trogu,Vincenzo,Lamonaca,Reggente,62,72,14,20,4,4,7/31/24,7/31/24
MII159060,Arienzo,Casa di reclusione - Gennaro De Angelis,58,0,99,8/13/24,Caserta,Giuseppe,Nese,Annalaura,De Fusco,Titolare,48,43,11,13,2,2,7/31/24,7/31/24
MII177134,L'Aquila,Casa circondariale,228,6,166,8/13/24,1 Avezzano Sulmona L'Aquila,Fausto,Frabotta,Barbara,Lenzini,Titolare,141,157,21,20,3,3,7/31/24,7/31/24
MII178700,Novara,Casa circondariale,156,1,171,8/13/24,Novara 13,Gianni,Valzer,Annamaria,Dello Preite,Titolare,151,166,11,16,3,3,7/31/24,7/31/24
MII178148,Messina,Casa circondariale,302,82,204,8/13/24,,,,Angela,Sciavicco,Titolare,223,185,22,22,4,4,7/31/24,7/31/24
MII180426,Salerno,Casa circondariale - Antonio Caputo,376,1,591,8/13/24,Salerno,Antonio Maria,Pagano,Gabriella,Niccoli,Titolare,230,209,30,31,10,9,7/31/24,7/31/24
MII173285,Catania Bicocca,Casa circondariale,136,0,197,8/13/24,Catania,Alfio,Trovato,Giuseppe,Russo,Titolare,189,160,20,19,3,3,7/31/24,7/31/24
MII181079,Sant'Angelo dei Lombardi,"Casa di reclusione - Famiglietti, Forgetta, Bartolo",124,7,178,8/13/24,Avellino,Anna,Pugliese,Marianna,Adanti,Titolare,95,86,12,18,3,3,7/31/24,7/31/24
MII177384,Lauro,Istituto custodia attenuata per madri,50,0,5,8/13/24,Avellino,Giancarlo,Iaccheo,,,,0,0,5,0,1,0,,7/31/24
MII152284,Genova Marassi,Casa circondariale,535,2,687,8/13/24,ASL,Maurizio,Cechini,Tullia,Ardito,Titolare,357,336,26,35,10,10,7/31/24,7/31/24
MII176403,Forlì,Casa circondariale,144,11,156,8/13/24,Romagna,Alfonso,Casadei,Carmela,De Lorenzo,Titolare,102,120,14,18,4,4,7/31/24,7/31/24
MII182339,Reggio Emilia,Istituti di pena - casa circondariale e di reclusione,292,59,285,8/13/24,Reggio Emilia,Angela,Panebianco,Lucia,Monastero,Titolare,200,206,22,22,5,5,7/31/24,7/31/24
MII180001,Rimini,Casa circondariale,118,0,148,8/13/24,Rimini,Stefano,Melandri,Palma,Mercurio,Titolare,109,127,14,17,4,3,7/31/24,7/31/24
MII174686,Ferrara,Casa circondariale - Costantino Satta,244,0,389,8/13/24,ASL Ferrara,Fabio,Ferraresi,Maria Nicoletta,Toscani,Titolare,181,194,17,19,5,5,7/31/24,7/31/24
MII179842,Piacenza,Casa circondariale - San Lazzaro,416,9,488,8/13/24,Piacenza,Alberto,Gandolfi,Maria Gabriella,Lusi,Titolare,255,215,19,26,5,6,7/31/24,7/31/24
MII172508,Bologna,Casa circondariale - Rocco D'Amato,503,6,828,8/13/24,Bologna,Raffaella,Campalastri,Rosa Alba,Casella,Titolare,425,462,29,35,10,10,7/31/24,7/31/24
MII179981,Ravenna,Casa circondariale,49,0,78,8/13/24,Romagna,Maurizio,Serra,Stefano,Di Lena,Titolare,69,74,17,14,5,3,7/31/24,7/31/24
MII179364,Parma,Casa di reclusione,655,25,700,8/13/24,PARMA,Choroma,FAISSAL,,,,389,423,1,0,0,0,7/31/24,7/31/24
MII178638,Modena,Casa circondariale,372,0,545,8/13/24,MODENA,Stefano,Petrella,Orazio,Sorrentini,Titolare,246,222,23,27,6,6,7/31/24,7/31/24
MII181125,Siracusa,Casa circondariale,545,8,668,8/13/24,,,,Aldo,Tiralongo,Titolare,227,234,21,27,6,6,7/31/24,7/31/24
MII174686,Ferrara,Casa circondariale - Costantino Satta,244,0,389,8/13/24,ASL Ferrara,Fabio,Ferraresi,Carmela,De Lorenzo,Reggente,181,194,17,19,5,5,7/31/24,7/31/24
MII174686,Ferrara,Casa circondariale - Costantino Satta,244,0,389,8/13/24,ASL Ferrara,Fabio,Ferraresi,Stefano,Di Lena,Reggente,181,194,17,19,5,5,7/31/24,7/31/24
MII176437,Frosinone,Casa circondariale - Giuseppe Pagliei,513,24,628,8/13/24,Ditretto B,Luca,Casertano,,,,253,280,25,30,5,8,7/31/24,7/31/24
MII180370,Roma Rebibbia Nuovo Complesso,Casa circondariale - Raffaele Cinotti,1170,113,1578,8/13/24,RmB,Pierino,Cimino,Teresa,Mascolo,Titolare,673,782,64,58,18,16,7/31/24,7/31/24
MII176437,Frosinone,Casa circondariale - Giuseppe Pagliei,513,24,628,8/13/24,Ditretto B,Luca,Casertano,Anna,Del Villano,Titolare,253,280,25,30,5,8,7/31/24,7/31/24
MII172332,Biella,Casa circondariale,394,1,377,8/13/24,12,Erica,PIZZATO,Giacinto,Siciliano,Reggente,199,210,15,26,8,8,7/31/24,7/31/24
MII178700,Novara,Casa circondariale,156,1,171,8/13/24,Novara 13,Antonello,FELAPPI,Annamaria,Dello Preite,Titolare,151,166,11,16,3,3,7/31/24,7/31/24
MII179988,Reggio Calabria Arghillà,Casa circondariale,294,0,324,10/1/24,5 Reggio Calabria,Luciano,Lucania,Marianna,Stendardo,Titolare,131,164,12,32,5,8,31/07/2024,31/07/2024
MII172610,Brescia Verziano,Casa di reclusione,71,0,120,10/1/24,Spedali Civili di Brescia,Luigi,Leone,,,,79,95,2,0,1,0,31/07/2024,31/07/2024
MII172320,Busto Arsizio,Casa circondariale,240,12,435,10/1/24,Busto Arsizio,Ezia,Iorio,Maria,Pitaniello,Titolare,193,190,16,21,5,5,31/07/2024,31/07/2024
MII173712,Como,Casa circondariale,226,0,418,10/1/24,Como,Giuseppe,Carrano,Fabrizio,Rinaldi,Titolare,208,216,18,23,6,6,31/07/2024,31/07/2024
MII173747,Cremona,Casa circondariale,394,10,582,10/1/24,CREMONA,Rossano,Botto,Rossella,Padula,Titolare,188,202,15,23,5,6,31/07/2024,31/07/2024
MII177436,Lecco,Casa circondariale,53,1,89,10/1/24,Ospedale Lecco,Vaira,Libera Maria,Luisa,Mattina,Titolare,39,38,6,14,2,2,31/07/2024,31/07/2024
MII178027,Lodi,Casa circondariale,45,1,86,10/1/24,Lodi,Concettina,Varango,Annalaura,Confuorto,Titolare,44,44,11,13,3,2,31/07/2024,31/07/2024
MII178072,Mantova,Casa circondariale,97,0,150,10/1/24,ASST Mantova,Laura,Mannarini,Metella Romana,Pasquini Peruzzi,Titolare,68,72,11,18,3,3,31/07/2024,31/07/2024
MII178659,Monza,Casa circondariale,411,2,731,10/1/24,Monza,Libera Maria,Vaira,Cosima,Buccoliero,Titolare,283,296,19,29,6,8,31/07/2024,31/07/2024
MII182910,Pavia,Casa circondariale,515,3,683,10/1/24,A.S.S.T. Pavia - U.O. Sanità Penitenziaria,Davide,BROGLIA,Stefania,Mussio,Titolare,289,255,21,26,9,8,31/07/2024,31/07/2024
MII181346,Sondrio,Casa circondariale,26,0,35,10/1/24,ASST Valtellina e Alto Lario,Marina,Casian,,,,28,27,2,11,1,1,31/07/2024,31/07/2024
MII181703,Varese,Casa circondariale,53,0,96,10/1/24,Azienda Ospedaliera,Domenico,Capaccioni,Carla,Santandrea,Titolare,56,59,6,13,2,2,31/07/2024,31/07/2024
MII179733,Voghera,Casa circondariale - Nuovo Complesso,341,0,354,10/1/24,,,,Davide,Pisapia,Titolare,228,231,10,21,3,5,31/07/2024,31/07/2024
MII173311,Catanzaro,Casa circondariale - Ugo Caridi,682,61,634,10/1/24,Azienda Sanitaria Provinciale di Catanzaro,Giulio,Di Mizio,Patrizia,Delfino,Titolare,397,415,30,37,9,10,31/07/2024,31/07/2024
MII173324,Crotone,Casa circondariale,99,0,127,10/1/24,ASP 202,Giuseppe,Varrina,Mariastella,Fedele,Titolare,69,75,11,18,3,3,31/07/2024,31/07/2024
MII179342,Palmi,Casa circondariale - Filippo Salsone,141,0,167,10/1/24,10,Agesilao,Luppino,Marianna,Stendardo,Reggente,107,131,12,18,4,4,31/07/2024,31/07/2024
MII179353,Paola,Casa circondariale,181,27,184,10/1/24,paola,Pierpaolo,Greco,Emilia,Boccagna,Titolare,102,112,15,19,4,4,31/07/2024,31/07/2024
MII180415,Rossano,Casa di reclusione - Nuovo Complesso,263,2,320,10/1/24,ASP Cosenza,Dr.Giovanni,Fraia,Luigi,Spetrillo,Titolare,119,139,21,23,7,6,31/07/2024,31/07/2024
MII181908,Vibo Valentia,Casa circondariale - Nuovo Complesso,406,31,384,10/1/24,Azienda sanitaria provinciale di Vibo,Alfonso,Luciano,Angela,Marcello,Titolare,205,224,24,26,6,6,31/07/2024,31/07/2024
MII159053,Ariano Irpino,Casa circondariale - Pasquale Campanello,276,16,310,10/1/24,Avellino,Anna,Pugliese,Mariarosaria,Casaburo,Titolare,144,165,15,21,4,5,31/07/2024,31/07/2024
MII172187,Aversa,Casa di reclusione - Filippo Saporito,254,20,251,10/1/24,Caserta,Luigi,Franzese,Stella,Scialpi,Titolare,133,105,28,25,5,7,31/07/2024,31/07/2024
MII173101,Carinola,Casa di reclusione - Gian Battista Novelli,552,56,510,10/1/24,CE2,Tommaso,Castiello,Carlo,Brunetti,Titolare,163,179,26,28,6,7,31/07/2024,31/07/2024
MII173784,Eboli,Casa di reclusione,54,0,44,10/1/24,SALERNO,Virgilia,Guerriero,Concetta,Felaco,Titolare,26,24,10,14,0,3,31/07/2024,31/07/2024
MII172580,Bolzano,Casa circondariale,88,3,103,10/1/24,Alto Adige,Paolo,Conci,Giovangiuseppe,Monti,Titolare,61,77,6,20,1,4,31/07/2024,31/07/2024
MII176719,Gorizia,Casa circondariale - Angiolo Bigazzi,53,0,76,10/1/24,ASS 2 Isontina,Marcella,Bernardi,Caterina,Leva,Titolare,50,54,5,12,1,2,31/07/2024,31/07/2024
MII179290,Padova,Casa circondariale,188,3,219,10/1/24,6 EUGANEA,Felice Alfonso,Nava,Anastasio,Morante,Titolare,133,142,17,19,3,3,31/07/2024,31/07/2024
MII180487,Santa Maria Capua Vetere,Casa circondariale - Francesco Uccella,818,125,993,10/1/24,Caserta Distretto Sanitario 21,Palmiero,Nicola,Donatella Filomena,Rotundo,Titolare,466,460,45,42,12,13,31/07/2024,31/07/2024
MII179913,Pordenone,Casa circondariale,37,0,52,10/1/24,Azienda Sanitaria Friuli Occidentale,Barbara,Miglietta,Leandro Salvatore,Lamonaca,Titolare,42,53,10,13,2,2,31/07/2024,31/07/2024
MII180424,Rovigo,Casa circondariale,211,8,240,10/1/24,ULSS5 Polesana,Raffaele,Geraci,Mattia,Arba,Titolare,128,175,13,19,4,4,31/07/2024,31/07/2024
MII159065,Ascoli Piceno,Casa circondariale,103,4,128,10/1/24,Marche 5,Giovanna,Picciotti,Daniela,Valentini,Titolare,144,152,18,16,3,3,31/07/2024,31/07/2024
MII173237,Castelfranco Emilia,Casa di reclusione,191,42,106,10/1/24,Modena,Stefano,Petrella,Maria,Martone,Titolare,65,62,14,16,3,3,31/07/2024,31/07/2024
MII174501,Fermo,Casa di reclusione,43,0,54,10/1/24,ASUR Area Vasta n.4,Gianfilippo,Pistolesi,Serena,Stoico,Titolare,47,50,11,15,2,3,31/07/2024,31/07/2024
MII181645,Treviso,Casa circondariale,138,0,232,10/1/24,ULSS N 2 Marca Trevigiana,Massimo,Fornaini,Alberto,Quagliotto,Titolare,132,149,13,17,2,3,31/07/2024,31/07/2024
MII176424,Fossombrone,Casa di reclusione,182,81,90,10/1/24,Areavasta1 Pesaro Urbino,Pierluigi,Fraternali,Daniela,Minelli,Titolare,97,129,16,19,5,6,31/07/2024,31/07/2024
MII181661,Trieste,Casa circondariale - Ernesto Mari,150,4,244,10/1/24,ASUGI,Franca,Masala,Graziano,Pujia,Titolare,120,149,21,20,6,5,31/07/2024,31/07/2024
MII181672,Udine,Casa circondariale - Antonio Santoro,95,0,180,10/1/24,A.S.S. Friuli Centrale n. 4,Luigi,Canciani,Tiziana,Paolini,Titolare,92,112,14,17,4,4,31/07/2024,31/07/2024
MII179818,Pesaro,Casa circondariale,153,1,256,10/1/24,1 Pesaro,Pierluigi,Fraternali,Annalisa,Gasparro,Titolare,146,154,16,18,4,4,31/07/2024,31/07/2024
MII181863,Venezia Santa Maria Maggiore,Casa circondariale,159,0,254,10/1/24,ULSS 3 Serenissima,Vincenzo,De Nardo,Enrico,Farina,Titolare,158,149,15,18,5,5,31/07/2024,31/07/2024
MII181847,Venezia Giudecca,Casa di reclusione femminile,112,0,95,10/1/24,3 Serenissima,Vincenzo,De Nardo,Mariagrazia Felicita,Bregoli,Titolare,117,135,13,20,5,4,31/07/2024,31/07/2024
MII181891,Verona,Casa circondariale - Montorio,335,17,589,10/1/24,ULSS 6 - Scaligera,Gabriella,Trenchi,Francesca,Gioieni,Titolare,327,317,20,26,4,5,31/07/2024,31/07/2024
MII182440,Avezzano,Casa circondariale,53,2,74,10/1/24,Asl 1 Abruzzo Avezzano-Sulmona-L'Aquila,Fausto,Frabotta,Maria Celeste,D'Orazio,Titolare,31,39,8,12,2,2,31/07/2024,31/07/2024
MII173088,Campobasso,Casa circondariale,106,10,177,10/1/24,Campobasso,Pasquale,Del Greco,,,,91,105,8,14,2,3,31/07/2024,31/07/2024
MII157783,Alba,Casa di reclusione - Giuseppe Montalto,138,89,37,10/1/24,CN2 Alba-Bra,Paolo,Lo Russo,Nicola,Pangallo,Titolare,88,107,10,14,3,3,31/07/2024,31/07/2024
MII173114,Cassino,Casa circondariale,200,73,211,10/1/24,Frosinone,Giovanni,Mazzetti,,,,105,142,19,18,4,3,31/07/2024,31/07/2024
MII173364,Chieti,Casa circondariale,79,0,135,10/1/24,02,Giulia,COSCIONE,Franco,Pettinelli,Titolare,83,80,15,15,4,3,31/07/2024,31/07/2024
MII159069,Asti,Casa di reclusione,205,1,261,10/1/24,Asti,Rosario,Ruta,Giuseppina,Piscioneri,Titolare,166,167,12,22,6,7,31/07/2024,31/07/2024
MII173688,Civitavecchia Giuseppe Passerini,Casa di reclusione,144,52,74,10/1/24,RMF,Gaetano,Ciranni,Patrizia,Bravetti,Titolare,41,53,8,0,0,0,31/07/2024,31/07/2024
MII173356,Chiavari,Casa di reclusione,52,0,60,10/1/24,ASL 4 Chiavarese,Giovanni Battista,Andreoli,Darlene,Perna,Titolare,48,48,10,13,3,2,31/07/2024,31/07/2024
MII176437,Frosinone,Casa circondariale - Giuseppe Pagliei,513,29,612,10/1/24,Ditretto B,Luca,Casertano,Anna,Del Villano,Titolare,253,280,25,30,5,8,31/07/2024,31/07/2024
MII173764,Cuneo,Casa circondariale,433,60,398,10/1/24,CN1,Pasquale,Clemeno,Domenico,Minervini,Titolare,191,206,14,21,6,5,31/07/2024,31/07/2024
MII181636,Trento,Casa circondariale - Spini di Gardolo,422,5,383,10/1/24,Trento,Chiara,MAzzetti,Anna Rita,Nuzzaci,Titolare,180,199,19,27,7,8,31/07/2024,31/07/2024
MII172814,Brissogne - Aosta,Casa circondariale,181,7,137,10/1/24,Aosta,Marina,TUMIATI,Velia,Nobile Mattei,Titolare,123,138,5,15,1,3,31/07/2024,31/07/2024
MII176759,Isernia,Casa circondariale,50,0,66,10/1/24,Campobasso,Marcello,Baldo,Maria Antonietta,Lauria,Titolare,43,36,12,10,3,2,31/07/2024,31/07/2024
MII176703,Genova Pontedecimo,Casa circondariale,96,0,150,10/1/24,3 Genovese,Maurizio,Cechini,Paola,Penco,Titolare,138,143,13,16,4,3,31/07/2024,31/07/2024
MII177323,Larino,Casa circondariale,119,0,122,10/1/24,ASREM Campobasso,Lucia,SCARDERA,Mario Giuseppe,Silla,Reggente,104,127,13,16,3,3,31/07/2024,31/07/2024
MII176749,Imperia,Casa circondariale,53,1,69,10/1/24,n. 1 Imperiese,Renata,Ghizzoni,Caterina,Tancredi,Titolare,49,58,13,13,3,2,31/07/2024,31/07/2024
MII176781,Ivrea,Casa circondariale,195,9,252,10/1/24,,,,Alessia,Aguglia,Titolare,180,176,12,20,3,4,31/07/2024,31/07/2024
MII179331,Paliano,Casa di reclusione,153,1,65,10/1/24,FROSINONE,Enzo,Gentile,Anna,Angeletti,Titolare,58,66,17,14,2,2,31/07/2024,31/07/2024
MII176788,La Spezia,Casa circondariale,151,48,118,10/1/24,5 La Spezia,Pier Marco,Passani,Maria Cristina,Bigi,Titolare,113,133,12,17,2,3,31/07/2024,31/07/2024
MII169535,Rieti,Casa circondariale - Nuovo Complesso,295,24,512,10/1/24,Rieti,Giulia,Carocci,Chiara,Pellegrini,Titolare,140,175,22,23,5,6,31/07/2024,31/07/2024
MII180401,Roma Regina Coeli,Casa circondariale,628,2,1169,10/1/24,RmA,Luigi,Persico,Claudia,Clementi,Titolare,331,480,34,48,8,11,31/07/2024,31/07/2024
MII180437,Saluzzo,Casa di reclusione - Rodolfo Morandi,424,0,345,10/1/24,CN1 CUNEO,Mitu,Igor,Luisa,Pesante,Titolare,195,206,14,24,7,7,31/07/2024,31/07/2024
MII180380,Roma Rebibbia,Casa di reclusione,445,149,290,10/1/24,Rm2,Pierino,Cimino,Maria Donata,Iannantuono,Titolare,134,189,23,29,6,8,31/07/2024,31/07/2024
MII180356,Roma Rebibbia IIIª casa,Casa circondariale,172,40,84,10/1/24,Rm2,Antonio,Chiaccio,Vera,Poggetti,Titolare,31,46,15,15,3,3,31/07/2024,31/07/2024
MII180348,Roma Rebibbia femminile,Casa circondariale - Germana Stefanini,272,7,365,10/1/24,,,,Nadia,Fontana,Titolare,203,214,24,26,6,7,31/07/2024,31/07/2024
MII181870,Verbania,Casa circondariale,53,0,81,10/1/24,VCO 14,Maria,Uzzeni,Claudia,Piscione Kivel Mazuy,Titolare,43,44,5,13,1,2,31/07/2024,31/07/2024
MII179299,Padova Nuovo Complesso,Casa di reclusione,438,63,554,10/1/24,6 veneto,Alfonso Felice,Nava,Claudio,Mazzeo,Titolare,316,336,27,30,11,11,31/07/2024,31/07/2024
MII181371,Sulmona,Casa di reclusione,323,8,438,10/1/24,Sulmona,Fabio,Federico,Stefano Luca Antonino,Liberatore,Titolare,225,255,23,30,7,8,31/07/2024,31/07/2024
MII181820,Vasto,Casa di lavoro,197,50,97,10/1/24,Chieti Lanciano - Vasto,Doralice,Di Fabio,Giuseppina,Ruggero,Titolare,65,95,15,19,4,5,31/07/2024,31/07/2024
MII181839,Velletri,Casa circondariale,412,26,519,10/1/24,RM 6,Emanuela,Falconi,Anna Rita,Gentile,Titolare,197,275,26,32,7,8,31/07/2024,31/07/2024
MII181424,Torino,Casa circondariale - Lorusso Cutugno,1117,21,1471,10/1/24,TO 2,Roberto,Testi,Elena,Lombardi Vallauri,Titolare,712,762,46,53,17,18,31/07/2024,31/07/2024
MII158919,"Alessandria Cantiello, Gaeta",Casa circondariale,233,23,210,10/1/24,AL,Roberto,Stura,Maria Isabella,De Gennaro,Titolare,133,127,11,33,2,10,31/07/2024,31/07/2024
MII179995,Reggio Calabria Giuseppe Panzera,Casa circondariale,180,8,207,10/1/24,5 Reggio Calabria,Luciano,Lucania,Rosario,Tortorella,Titolare,151,145,24,0,4,0,31/07/2024,31/07/2024
MII158924,Alessandria San Michele,Casa di reclusione,265,1,371,10/1/24,AL,Roberto,STURA,,,,183,210,14,0,6,0,31/07/2024,31/07/2024
MII172277,Altamura,Casa di reclusione,52,1,84,10/1/24,Bari,Giuseppe,D'Auria,,,,39,0,6,0,1,0,31/07/2024,31/07/2024
MII158948,Arezzo,Casa circondariale,108,84,34,10/1/24,toscana sudest,Mateo,Ameglio,Alessandro,Monacelli,Titolare,30,38,12,15,3,3,31/07/2024,31/07/2024
MII181678,Bari,Casa circondariale - Francesco Rucci,294,44,407,10/1/24,Bari,Nicola,Buovino,Valeria,Pire',Titolare,221,258,26,26,4,5,31/07/2024,31/07/2024
MII174720,Firenze Sollicciano,Casa circondariale,497,132,509,10/1/24,Firenze,Marco,Salvadori,Antonella,Tuoni,Titolare,457,416,27,34,10,11,31/07/2024,31/07/2024
MII172623,Brindisi,Casa circondariale,152,33,207,10/1/24,Brindisi,Michele,Morgillo,Valentina,Meo Evoli,Titolare,127,141,21,18,5,5,31/07/2024,31/07/2024
MII176743,Grosseto,Casa circondariale,15,0,30,10/1/24,9 Grosseto,Paolo,Pedicelli,Maria Teresa,Iuliano,Titolare,29,30,10,12,1,1,31/07/2024,31/07/2024
MII176375,Foggia,Casa circondariale,364,19,703,10/1/24,FOGGIA 3,Luciano,D'Amito,Giulia,Magliulo,Titolare,237,244,31,29,8,7,31/07/2024,31/07/2024
MII177498,Livorno Gorgona,Casa di reclusione,89,0,86,10/1/24,6,Renzo,Cantini Salaris,,,,0,0,5,0,1,0,,31/07/2024
MII177463,Livorno,Casa circondariale,391,211,252,10/1/24,6,Giovanna,Bellini,Giuseppe,Renna,Titolare,249,268,23,35,9,9,31/07/2024,31/07/2024
MII178035,Lucca,Casa circondariale,63,22,73,10/1/24,Lucca,ANNA,SANTINAMI,Santina,Savoca,Titolare,72,91,11,14,2,2,31/07/2024,31/07/2024
MII178124,Matera,Casa circondariale,132,6,179,10/1/24,Matera,ROCCO,PASCIUCCO,Rosa,Musicco,Titolare,90,125,15,15,4,3,31/07/2024,31/07/2024
MII178141,Melfi,Casa circondariale,126,0,173,10/1/24,Venosa,Grazia,Ciriello,Anna Maria Rosaria,Petraccone,Titolare,122,151,8,16,2,3,31/07/2024,31/07/2024
MII179938,Potenza,Casa circondariale - Antonio Santoro,110,58,94,10/1/24,ASP Potenza,Giuseppina,Ammirati,Paolo,Pastena,Titolare,105,111,17,17,4,3,31/07/2024,31/07/2024
MII179280,Orvieto,Casa di reclusione,98,0,122,10/1/24,2 Terni,Gianpaolo,Piunno,Annunziata,Passannante,Titolare,57,57,23,21,6,5,31/07/2024,31/07/2024
MII180476,San Severo,Casa circondariale,61,0,74,10/1/24,FG/01,Matteo,Coccia,Patrizia,Andrianello,Titolare,44,60,8,10,3,2,31/07/2024,31/07/2024
MII181434,Trani,Casa circondariale,447,146,390,10/1/24,Bat,Nicola,Riefolo,Giuseppe,Altomare,Titolare,191,237,26,26,6,6,31/07/2024,31/07/2024
MII182919,Pisa,Casa circondariale,197,17,283,10/1/24,USL5 PISA,BIANCA MARIA,MELIS,Tazio,Bianchi,Titolare,191,184,19,20,4,4,31/07/2024,31/07/2024
MII181681,Turi,Casa di reclusione,108,0,153,10/1/24,,,,Nicoletta,Siliberti,Titolare,84,90,15,14,0,2,31/07/2024,31/07/2024
MII179896,Pistoia,Casa circondariale,76,0,74,10/1/24,Toscana Centro,Domenico,Cerullo,Loredana,Stefanelli,Titolare,54,65,13,14,4,3,31/07/2024,31/07/2024
MII158935,Alghero,Casa di reclusione - Giuseppe Tomasiello,156,0,87,10/1/24,numero 1,Walter,Sarais,Tullia,Carra,Titolare,69,79,13,16,4,4,31/07/2024,31/07/2024
MII179958,Prato,Casa circondariale,589,3,597,10/1/24,n 4 Prato,Antonella,Mnfredi,Domenico,Ciaburri,Titolare,251,270,27,35,7,9,31/07/2024,31/07/2024
MII158945,Arbus,Casa di reclusione - località Is Arenas,176,50,95,10/1/24,n.6,Aldo,Casadio,Maria Teresa,Errico,Titolare,65,81,13,20,6,5,31/07/2024,31/07/2024
MII180458,San Gimignano,Casa di reclusione,243,20,318,10/1/24,7,Ameglio,Mateo,Maria Grazia,Giampiccolo,Titolare,194,205,12,21,5,6,31/07/2024,31/07/2024
MII181115,Siena,Casa circondariale,58,0,74,10/1/24,SIENA,Ameglio,Mateo,Antonella,Grella,Reggente,42,41,9,13,2,2,31/07/2024,31/07/2024
MII181358,Spoleto,Casa di reclusione,456,6,458,10/1/24,Umbria 2 - Spoleto,Simonetta,Antinarelli,Bernardina,Di Mario,Titolare,246,273,30,31,9,8,31/07/2024,31/07/2024
MII172835,Cagliari Uta,Casa circondariale - Ettore Scalas,561,0,729,10/1/24,ATS Sardegna,Luciano,Fei,Pietro,Borruto,Titolare,319,394,32,41,12,12,31/07/2024,31/07/2024
MII158910,Agrigento,Casa circondariale - Pasquale Di Lorenzo,283,4,385,10/1/24,ASP 1 AGRIGENTO,GIUSEPPE,MANCUSO,Anna,Puci,Titolare,217,197,23,23,5,5,31/07/2024,31/07/2024
