prison_id,institute_name,institute_type,posti_regolamentari,posti_non_disponibili,totale_detenuti,dati_aggiornati_al,asl,nome_responsabile_asl,cognome_responsabile_asl,nome_direttore,cognome_direttore,ruolo_direttore,polizia_penitenziaria_effettivi,polizia_penitenziaria_previsti,amministrativi_effettivi,amministrativi_previsti,educatori_effettivi,educatori_previsti,personale_polizia_aggiornato_a,personale_amministrativo_aggiornato_al,data_extracted_on,id,nome,tipo,posti_occupati,posti_aggiornati_al,personale_polizia_effettivi,personale_polizia_previsti,personale_amministrativi_effettivi,personale_amministrativi_previsti,personale_educatori_effettivi,personale_educatori_previsti
MII179353,Paola,Casa circondariale,181,27,193.0,17/06/2024,paola,Pierpaolo,Greco,Emilia,Boccagna,Titolare,102.0,127.0,17.0,19.0,5.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180415,Rossano,Casa di reclusione - Nuovo Complesso,263,3,315.0,17/06/2024,ASP Cosenza,Dr.Giovanni,Fraia,Luigi,Spetrillo,Titolare,104.0,153.0,21.0,23.0,7.0,6.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181908,Vibo Valentia,Casa circondariale - Nuovo Complesso,406,2,389.0,17/06/2024,Azienda sanitaria provinciale di Vibo,Alfonso,Luciano,Angela,Marcello,Titolare,174.0,246.0,24.0,26.0,6.0,6.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII159053,Ariano Irpino,Casa circondariale - Pasquale Campanello,276,15,306.0,17/06/2024,Avellino,Anna,Pugliese,Mariarosaria,Casaburo,Titolare,135.0,165.0,16.0,21.0,5.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII172187,Aversa,Casa di reclusione - Filippo Saporito,254,23,251.0,17/06/2024,Caserta,Luigi,Franzese,Stella,Scialpi,Titolare,135.0,107.0,27.0,25.0,5.0,7.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII173101,Carinola,Casa di reclusione - Gian Battista Novelli,552,64,493.0,17/06/2024,CE2,Tommaso,Castiello,Carlo,Brunetti,Titolare,163.0,154.0,26.0,28.0,6.0,7.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII173784,Eboli,Casa di reclusione,54,0,39.0,17/06/2024,SALERNO,Virgilia,Guerriero,Concetta,Felaco,Titolare,28.0,27.0,10.0,14.0,0.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII172580,Bolzano,Casa circondariale,88,1,117.0,17/06/2024,Alto Adige,Paolo,Conci,Giovangiuseppe,Monti,Titolare,59.0,75.0,6.0,20.0,1.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176719,Gorizia,Casa circondariale - Angiolo Bigazzi,53,0,79.0,17/06/2024,ASS 2 Isontina,Marcella,Bernardi,Caterina,Leva,Titolare,42.0,42.0,6.0,12.0,1.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180426,Salerno,Casa circondariale - Antonio Caputo,376,0,574.0,17/06/2024,Salerno,Antonio Maria,Pagano,Gabriella,Niccoli,Titolare,228.0,243.0,30.0,31.0,10.0,9.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181079,Sant'Angelo dei Lombardi,"Casa di reclusione - Famiglietti, Forgetta, Bartolo",124,9,183.0,17/06/2024,Avellino,Anna,Pugliese,Marianna,Adanti,Titolare,97.0,95.0,12.0,18.0,3.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179290,Padova,Casa circondariale,188,1,192.0,17/06/2024,6 EUGANEA,Felice Alfonso,Nava,Anastasio,Morante,Titolare,129.0,139.0,16.0,19.0,3.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180487,Santa Maria Capua Vetere,Casa circondariale - Francesco Uccella,818,125,969.0,17/06/2024,Caserta Distretto Sanitario 21,Palmiero,Nicola,Donatella Filomena,Rotundo,Titolare,472.0,470.0,44.0,42.0,13.0,13.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179913,Pordenone,Casa circondariale,37,0,50.0,17/06/2024,Azienda Sanitaria Friuli Occidentale,Barbara,Miglietta,Leandro Salvatore,Lamonaca,Titolare,40.0,53.0,10.0,13.0,2.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180424,Rovigo,Casa circondariale,211,7,260.0,17/06/2024,ULSS5 Polesana,Raffaele,Geraci,Mattia,Arba,Titolare,121.0,123.0,14.0,19.0,4.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII159065,Ascoli Piceno,Casa circondariale,103,4,117.0,17/06/2024,Marche 5,Giovanna,Picciotti,Daniela,Valentini,Titolare,137.0,162.0,17.0,16.0,3.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII173237,Castelfranco Emilia,Casa di reclusione,191,42,109.0,17/06/2024,Modena,Stefano,Petrella,Maria,Martone,Titolare,66.0,63.0,14.0,16.0,3.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII174501,Fermo,Casa di reclusione,43,0,59.0,17/06/2024,ASUR Area Vasta n.4,Gianfilippo,Pistolesi,Serena,Stoico,Titolare,45.0,49.0,10.0,15.0,2.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181645,Treviso,Casa circondariale,138,0,239.0,17/06/2024,ULSS N 2 Marca Trevigiana,Massimo,Fornaini,Alberto,Quagliotto,Titolare,131.0,165.0,12.0,17.0,2.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176424,Fossombrone,Casa di reclusione,182,81,88.0,17/06/2024,Areavasta1 Pesaro Urbino,Pierluigi,Fraternali,Daniela,Minelli,Titolare,93.0,129.0,15.0,19.0,5.0,6.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181661,Trieste,Casa circondariale - Ernesto Mari,150,3,255.0,17/06/2024,ASUGI,Franca,Masala,Graziano,Pujia,Titolare,120.0,143.0,20.0,20.0,5.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181672,Udine,Casa circondariale - Antonio Santoro,95,1,157.0,17/06/2024,A.S.S. Friuli Centrale n. 4,Luigi,Canciani,Tiziana,Paolini,Titolare,87.0,115.0,14.0,17.0,4.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179818,Pesaro,Casa circondariale,153,2,247.0,17/06/2024,1 Pesaro,Pierluigi,Fraternali,Annalisa,Gasparro,Titolare,144.0,188.0,15.0,18.0,4.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181863,Venezia Santa Maria Maggiore,Casa circondariale,159,0,245.0,17/06/2024,ULSS 3 Serenissima,Vincenzo,De Nardo,Enrico,Farina,Titolare,146.0,174.0,15.0,18.0,5.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181847,Venezia Giudecca,Casa di reclusione femminile,112,0,91.0,17/06/2024,3 Serenissima,Vincenzo,De Nardo,Mariagrazia Felicita,Bregoli,Titolare,99.0,135.0,13.0,20.0,5.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181891,Verona,Casa circondariale - Montorio,335,7,618.0,17/06/2024,ULSS 6 - Scaligera,Gabriella,Trenchi,Francesca,Gioieni,Titolare,302.0,380.0,20.0,26.0,4.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII182440,Avezzano,Casa circondariale,53,2,70.0,17/06/2024,Asl 1 Abruzzo Avezzano-Sulmona-L'Aquila,Fausto,Frabotta,Maria Celeste,D'Orazio,Titolare,30.0,43.0,8.0,12.0,2.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII173088,Campobasso,Casa circondariale,106,12,152.0,17/06/2024,Campobasso,Pasquale,Del Greco,,,,91.0,112.0,9.0,14.0,2.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII157783,Alba,Casa di reclusione - Giuseppe Montalto,138,89,43.0,17/06/2024,CN2 Alba-Bra,Paolo,Lo Russo,Nicola,Pangallo,Titolare,91.0,105.0,10.0,14.0,3.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII173114,Cassino,Casa circondariale,200,73,208.0,17/06/2024,Frosinone,Giovanni,Mazzetti,,,,107.0,162.0,20.0,18.0,5.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII173364,Chieti,Casa circondariale,79,0,133.0,17/06/2024,02,Giulia,COSCIONE,Franco,Pettinelli,Titolare,83.0,84.0,15.0,15.0,4.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII159069,Asti,Casa di reclusione,205,1,265.0,17/06/2024,Asti,Rosario,Ruta,Giuseppina,Piscioneri,Titolare,167.0,186.0,12.0,22.0,6.0,7.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII173688,Civitavecchia Giuseppe Passerini,Casa di reclusione,144,52,70.0,17/06/2024,RMF,Gaetano,Ciranni,Patrizia,Bravetti,Titolare,42.0,56.0,8.0,0.0,0.0,0.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII173356,Chiavari,Casa di reclusione,52,0,62.0,17/06/2024,ASL 4 Chiavarese,Giovanni Battista,Andreoli,Darlene,Perna,Titolare,48.0,57.0,10.0,13.0,3.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176437,Frosinone,Casa circondariale - Giuseppe Pagliei,513,24,628.0,17/06/2024,Ditretto B,Luca,Casertano,Teresa,Mascolo,Titolare,247.0,296.0,26.0,30.0,7.0,8.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII173764,Cuneo,Casa circondariale,433,48,373.0,17/06/2024,CN1,Pasquale,Clemeno,Domenico,Minervini,Titolare,157.0,202.0,14.0,21.0,6.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181636,Trento,Casa circondariale - Spini di Gardolo,422,6,364.0,17/06/2024,Trento,Chiara,MAzzetti,Anna Rita,Nuzzaci,Titolare,172.0,227.0,19.0,27.0,7.0,8.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII172814,Brissogne - Aosta,Casa circondariale,181,3,146.0,17/06/2024,Aosta,Marina,TUMIATI,Velia,Nobile Mattei,Titolare,118.0,158.0,5.0,15.0,1.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176759,Isernia,Casa circondariale,50,0,75.0,17/06/2024,Campobasso,Marcello,Baldo,Maria Antonietta,Lauria,Titolare,43.0,40.0,12.0,10.0,3.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176414,Fossano,Casa di reclusione,136,0,96.0,17/06/2024,ASL CN1,Besnik,Pjeternikaj,Assuntina,Di Rienzo,Titolare,63.0,83.0,9.0,16.0,2.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII177134,L'Aquila,Casa circondariale,228,6,159.0,17/06/2024,1 Avezzano Sulmona L'Aquila,Fausto,Frabotta,Barbara,Lenzini,Titolare,140.0,165.0,20.0,20.0,2.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176703,Genova Pontedecimo,Casa circondariale,96,0,164.0,17/06/2024,3 Genovese,Maurizio,Cechini,Paola,Penco,Titolare,127.0,142.0,12.0,16.0,4.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII177107,Lanciano,Casa circondariale,289,0,265.0,17/06/2024,Vasto-Lanciano-Chieti,Nicola,CAPRARO,Mario Giuseppe,Silla,Titolare,112.0,157.0,15.0,18.0,4.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII177323,Larino,Casa circondariale,119,0,122.0,17/06/2024,ASREM Campobasso,Lucia,SCARDERA,Mario Giuseppe,Silla,Reggente,105.0,133.0,15.0,16.0,3.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176749,Imperia,Casa circondariale,53,2,63.0,17/06/2024,n. 1 Imperiese,Renata,Ghizzoni,Caterina,Tancredi,Titolare,47.0,67.0,10.0,13.0,1.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176781,Ivrea,Casa circondariale,195,14,251.0,17/06/2024,,,,Alessia,Aguglia,Titolare,172.0,182.0,13.0,20.0,4.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179331,Paliano,Casa di reclusione,156,7,59.0,17/06/2024,FROSINONE,Enzo,Gentile,Anna,Angeletti,Titolare,58.0,68.0,17.0,14.0,2.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176788,La Spezia,Casa circondariale,151,32,156.0,17/06/2024,5 La Spezia,Pier Marco,Passani,Maria Cristina,Bigi,Titolare,114.0,146.0,12.0,17.0,2.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII169535,Rieti,Casa circondariale - Nuovo Complesso,295,6,492.0,17/06/2024,Rieti,Giulia,Carocci,Chiara,Pellegrini,Titolare,114.0,176.0,22.0,23.0,5.0,6.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180401,Roma Regina Coeli,Casa circondariale,628,1,1133.0,17/06/2024,RmA,Luigi,Persico,Claudia,Clementi,Titolare,327.0,516.0,34.0,48.0,8.0,11.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180437,Saluzzo,Casa di reclusione - Rodolfo Morandi,424,0,334.0,17/06/2024,CN1 CUNEO,Mitu,Igor,Luisa,Pesante,Titolare,181.0,231.0,14.0,24.0,7.0,7.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180380,Roma Rebibbia,Casa di reclusione,445,132,287.0,17/06/2024,Rm2,Pierino,Cimino,Maria Donata,Iannantuono,Titolare,133.0,196.0,23.0,29.0,6.0,8.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180356,Roma Rebibbia IIIª casa,Casa circondariale,172,40,81.0,17/06/2024,Rm2,Antonio,Chiaccio,Vera,Poggetti,Titolare,32.0,51.0,14.0,15.0,2.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180348,Roma Rebibbia femminile,Casa circondariale - Germana Stefanini,272,14,355.0,17/06/2024,,,,Nadia,Fontana,Titolare,185.0,227.0,25.0,26.0,6.0,7.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181870,Verbania,Casa circondariale,53,0,78.0,17/06/2024,VCO 14,Maria,Uzzeni,Claudia,Piscione Kivel Mazuy,Titolare,41.0,51.0,4.0,13.0,0.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181880,Vercelli,Casa circondariale,230,38,313.0,17/06/2024,Vercelli,Marilena,Vallero,Giovanni,Rempiccia,Titolare,150.0,199.0,9.0,18.0,5.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179299,Padova Nuovo Complesso,Casa di reclusione,438,63,559.0,17/06/2024,6 veneto,Alfonso Felice,Nava,Claudio,Mazzeo,Titolare,297.0,389.0,27.0,30.0,11.0,11.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181371,Sulmona,Casa di reclusione,323,8,444.0,17/06/2024,Sulmona,Fabio,Federico,Stefano Luca Antonino,Liberatore,Titolare,218.0,267.0,23.0,30.0,7.0,8.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181820,Vasto,Casa di lavoro,197,50,92.0,17/06/2024,Chieti Lanciano - Vasto,Doralice,Di Fabio,Giuseppina,Ruggero,Titolare,66.0,99.0,15.0,19.0,4.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181839,Velletri,Casa circondariale,412,26,592.0,17/06/2024,RM 6,Emanuela,Falconi,Anna Rita,Gentile,Titolare,187.0,277.0,25.0,32.0,6.0,8.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181424,Torino,Casa circondariale - Lorusso Cutugno,1118,17,1488.0,17/06/2024,TO 2,Roberto,Testi,Elena,Lombardi Vallauri,Titolare,676.0,894.0,45.0,53.0,17.0,18.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII158919,"Alessandria Cantiello, Gaeta",Casa circondariale,233,22,200.0,17/06/2024,AL,Roberto,Stura,Maria Isabella,De Gennaro,Titolare,129.0,171.0,10.0,33.0,2.0,10.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179995,Reggio Calabria Giuseppe Panzera,Casa circondariale,180,8,224.0,17/06/2024,5 Reggio Calabria,Luciano,Lucania,Roberta,Velletri,Titolare,154.0,190.0,24.0,0.0,4.0,0.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII158924,Alessandria San Michele,Casa di reclusione,265,2,358.0,17/06/2024,AL,Roberto,STURA,,,,177.0,207.0,16.0,0.0,8.0,0.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII172277,Altamura,Casa di reclusione,52,1,89.0,17/06/2024,Bari,Giuseppe,D'Auria,,,,40.0,0.0,6.0,0.0,1.0,0.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII158948,Arezzo,Casa circondariale,108,84,40.0,17/06/2024,toscana sudest,Mateo,Ameglio,Alessandro,Monacelli,Titolare,29.0,47.0,10.0,15.0,2.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181678,Bari,Casa circondariale - Francesco Rucci,294,45,403.0,17/06/2024,Bari,Nicola,Buovino,Valeria,Pire',Titolare,220.0,276.0,26.0,26.0,4.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII174720,Firenze Sollicciano,Casa circondariale,497,89,558.0,17/06/2024,Firenze,Marco,Salvadori,Antonella,Tuoni,Titolare,421.0,566.0,27.0,34.0,9.0,11.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII172623,Brindisi,Casa circondariale,152,33,179.0,17/06/2024,Brindisi,Michele,Morgillo,Valentina,Meo Evoli,Titolare,128.0,126.0,21.0,18.0,5.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176743,Grosseto,Casa circondariale,15,0,25.0,17/06/2024,9 Grosseto,Paolo,Pedicelli,Maria Teresa,Iuliano,Titolare,29.0,37.0,10.0,12.0,1.0,1.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII176375,Foggia,Casa circondariale,364,19,689.0,17/06/2024,FOGGIA 3,Luciano,D'Amito,Giulia,Magliulo,Titolare,247.0,261.0,30.0,29.0,8.0,7.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII177498,Livorno Gorgona,Casa di reclusione,89,0,82.0,17/06/2024,6,Renzo,Cantini Salaris,,,,0.0,0.0,4.0,0.0,1.0,0.0,,31/05/2024,2024-06-21,,,,,,,,,,,
MII177463,Livorno,Casa circondariale,391,210,254.0,17/06/2024,6,Giovanna,Bellini,Giuseppe,Renna,Titolare,227.0,279.0,24.0,35.0,9.0,9.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII178045,Lucera,Casa circondariale,135,0,170.0,17/06/2024,Foggia 3,Paolo,De Luca,Immacolata,Mannarella,Titolare,74.0,79.0,16.0,17.0,3.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII178035,Lucca,Casa circondariale,63,22,68.0,17/06/2024,Lucca,ANNA,SANTINAMI,Santina,Savoca,Titolare,71.0,93.0,11.0,14.0,2.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII178124,Matera,Casa circondariale,132,6,189.0,17/06/2024,Matera,ROCCO,PASCIUCCO,Rosa,Musicco,Titolare,87.0,131.0,15.0,15.0,4.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII178141,Melfi,Casa circondariale,126,0,197.0,17/06/2024,Venosa,Grazia,Ciriello,Anna Maria Rosaria,Petraccone,Titolare,120.0,139.0,7.0,16.0,1.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179938,Potenza,Casa circondariale - Antonio Santoro,110,58,100.0,17/06/2024,ASP Potenza,Giuseppina,Ammirati,Paolo,Pastena,Titolare,106.0,122.0,16.0,17.0,4.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179280,Orvieto,Casa di reclusione,98,0,116.0,17/06/2024,2 Terni,Gianpaolo,Piunno,Annunziata,Passannante,Titolare,50.0,61.0,24.0,21.0,6.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180476,San Severo,Casa circondariale,61,0,80.0,17/06/2024,FG/01,Matteo,Coccia,Patrizia,Andrianello,Titolare,41.0,49.0,8.0,10.0,3.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181377,Taranto,Casa circondariale - Carmelo Magli,500,16,941.0,17/06/2024,ASL TA,Fernanda,Gentile,Luciano,Mellone,Titolare,310.0,277.0,23.0,31.0,5.0,8.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII182919,Pisa,Casa circondariale,197,10,290.0,17/06/2024,USL5 PISA,BIANCA MARIA,MELIS,Giuseppe,Renna,Reggente,184.0,221.0,18.0,20.0,4.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181681,Turi,Casa di reclusione,108,0,167.0,17/06/2024,,,,Nicoletta,Siliberti,Titolare,82.0,77.0,15.0,14.0,0.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179896,Pistoia,Casa circondariale,76,0,73.0,17/06/2024,Toscana Centro,Domenico,Cerullo,Loredana,Stefanelli,Titolare,52.0,66.0,13.0,14.0,4.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII158935,Alghero,Casa di reclusione - Giuseppe Tomasiello,156,0,92.0,17/06/2024,numero 1,Walter,Sarais,Tullia,Carra,Titolare,69.0,90.0,13.0,16.0,4.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179958,Prato,Casa circondariale,589,17,597.0,17/06/2024,n 4 Prato,Antonella,Mnfredi,Domenico,Ciaburri,Titolare,235.0,310.0,27.0,35.0,7.0,9.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII158945,Arbus,Casa di reclusione - località Is Arenas,176,50,90.0,17/06/2024,n.6,Aldo,Casadio,Maria Teresa,Errico,Titolare,60.0,88.0,12.0,20.0,6.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180458,San Gimignano,Casa di reclusione,243,20,312.0,17/06/2024,7,Ameglio,Mateo,Maria Grazia,Giampiccolo,Titolare,194.0,229.0,12.0,21.0,6.0,6.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181115,Siena,Casa circondariale,58,0,78.0,17/06/2024,SIENA,Ameglio,Mateo,Marco,Grasselli,Titolare,39.0,50.0,9.0,13.0,2.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181358,Spoleto,Casa di reclusione,456,18,443.0,17/06/2024,Umbria 2 - Spoleto,Simonetta,Antinarelli,Bernardina,Di Mario,Titolare,223.0,281.0,27.0,31.0,9.0,8.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII172835,Cagliari Uta,Casa circondariale - Ettore Scalas,561,0,668.0,17/06/2024,ATS Sardegna,Luciano,Fei,Pietro,Borruto,Titolare,305.0,421.0,32.0,41.0,12.0,12.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII158910,Agrigento,Casa circondariale - Pasquale Di Lorenzo,283,6,372.0,17/06/2024,ASP 1 AGRIGENTO,GIUSEPPE,MANCUSO,Anna,Puci,Titolare,225.0,236.0,23.0,23.0,5.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII177118,Lanusei,Casa circondariale - San Daniele,33,0,29.0,17/06/2024,ATS Sardegna ASSL Lanusei,Roberto,Marcialis,Maria Anna,Madeddu,Titolare,36.0,42.0,5.0,9.0,0.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179224,Nuoro,Casa circondariale,378,106,193.0,17/06/2024,Nuoro,Giovanni,Fancello,Maria Anna,Madeddu,Reggente,147.0,205.0,16.0,22.0,7.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII172222,Barcellona Pozzo di Gotto,Casa circondariale - Vittorio Madia,414,114,204.0,17/06/2024,Messina,Tommaso,Bucca,Romina,Taiani,Titolare,135.0,166.0,26.0,26.0,8.0,7.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII178003,Onanì,Casa di reclusione - Onanì-Mamone,292,108,129.0,17/06/2024,N. 3 Nuoro,Giovanni,Fancello,Vincenzo,Lamonaca,Titolare,86.0,116.0,12.0,24.0,6.0,6.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179274,Oristano,Casa di reclusione - Salvatore Soro,264,0,226.0,17/06/2024,n.5,Daniela,Faa,Elisa,Milanesi,Titolare,144.0,211.0,17.0,22.0,6.0,6.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181091,Sassari,Casa circondariale - Giovanni Bacchiddu,454,3,494.0,17/06/2024,ATS Sardegna,Giampiero,Carboni,Francesco,Cocco,Titolare,285.0,400.0,24.0,32.0,8.0,9.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181385,Tempio Pausania,Casa di reclusione - Paolo Pittalis,170,0,168.0,17/06/2024,TEMPIO/OLBIA 2,Manconi,Anna,Veronica,Proietti,Titolare,108.0,161.0,13.0,19.0,6.0,5.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII178148,Messina,Casa circondariale,302,82,207.0,17/06/2024,,,,Angela,Sciavicco,Titolare,214.0,247.0,22.0,22.0,4.0,4.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII179965,Ragusa,Casa circondariale,196,13,198.0,17/06/2024,7,giuseppe,cappello,Santo,Mortillaro,Titolare,77.0,91.0,18.0,18.0,3.0,3.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII181109,Sciacca,Casa circondariale,73,53,23.0,17/06/2024,ASP N1 AGRIGENTO SCIACCA,Fabio,Segreto,Marilena,Scaravilli,Titolare,47.0,48.0,13.0,13.0,2.0,2.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII178666,Napoli Poggioreale,Casa circondariale - Giuseppe Salvia,1624,266,2053.0,17/06/2024,Napoli 1,Vincenzo Maria,Irollo,Carlo,Berdini,Titolare,682.0,911.0,67.0,63.0,22.0,24.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII178672,Napoli Secondigliano,Casa circondariale - Pasquale Mandato,1109,14,1382.0,17/06/2024,Napoli 1 centro,Francesco,Maffettone,Giulia,Russo,Titolare,1060.0,1080.0,57.0,56.0,19.0,18.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
MII180370,Roma Rebibbia Nuovo Complesso,Casa circondariale - Raffaele Cinotti,1170,113,1551.0,17/06/2024,RmB,Pierino,Cimino,Alessia,Rampazzi,Titolare,661.0,851.0,63.0,58.0,17.0,16.0,31/05/2024,31/05/2024,2024-06-21,,,,,,,,,,,
