id istituto,nome istituto,tipo istituto,posti regolamentari,posti non disponibili,totale detenuti,polizia penitenziaria - effettivi,polizia penitenziaria - previsti,amministrativi - effettivi,amministrativi - previsti,educatori - effettivi,educatori - previsti,numero complessivo,numero non disponibili,doccia,bidet,portatori di handicap,servizi igienici con porta,accensione luce autonoma,prese elettriche,dati aggiornati al,personale polizia penitenziaria aggiornato al,personale amministrativo aggiornato al,data di aggiornamento spazi detentivi
MII181934,Viterbo,Casa circondariale  N.C.  - Nicandro Izzo,440,35,704,261,330,31,34,9,8,440.0,35.0,7.0,404.0,2.0,440.0,440.0,159.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII172827,Bergamo,Casa circondariale,319,1,585,200,221,13,23,4,6,192.0,1.0,113.0,53.0,2.0,192.0,192.0,192.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII176771,Isili,Casa di reclusione,130,23,78,65,72,14,20,4,4,30.0,4.0,30.0,11.0,0.0,30.0,26.0,30.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII159060,Arienzo,Casa di reclusione - Gennaro De Angelis,58,0,87,48,43,11,13,2,2,53.0,0.0,53.0,53.0,0.0,53.0,53.0,53.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII177134,L'Aquila,Casa circondariale,228,6,173,139,157,20,20,3,3,216.0,2.0,12.0,43.0,0.0,216.0,12.0,6.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII178700,Novara,Casa circondariale,156,0,165,152,166,11,17,3,3,102.0,0.0,10.0,0.0,0.0,100.0,102.0,102.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII178148,Messina,Casa circondariale,302,84,222,228,185,21,23,4,4,134.0,50.0,134.0,75.0,21.0,134.0,134.0,134.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII173285,Catania Bicocca,Casa circondariale,136,5,201,198,160,18,19,3,3,127.0,5.0,123.0,0.0,0.0,127.0,0.0,0.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII181079,Sant'Angelo dei Lombardi,"Casa di reclusione - Famiglietti, Forgetta, Bartolo",124,7,175,99,86,13,18,3,3,86.0,3.0,82.0,0.0,0.0,86.0,86.0,86.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII177384,Lauro,Istituto custodia attenuata per madri,50,0,5,0,0,5,0,1,0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,2024-12-23,,2024-09-30,2024-12-23
MII179324,Palermo Ucciardone,Casa di reclusione - Calogero Di Bona,569,34,529,286,341,31,40,9,13,265.0,34.0,184.0,4.0,7.0,265.0,225.0,263.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII181091,Sassari,Casa circondariale - Giovanni Bacchiddu,454,1,534,283,342,25,33,8,9,292.0,1.0,292.0,9.0,22.0,292.0,292.0,201.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII179781,Perugia,Casa circondariale - Nuovo complesso penitenziario Capanne,363,55,461,197,234,23,27,5,6,310.0,55.0,307.0,40.0,3.0,310.0,310.0,310.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII181880,Vercelli,Casa circondariale,230,43,295,156,186,8,18,4,4,193.0,37.0,14.0,19.0,0.0,193.0,193.0,193.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII181924,Vigevano,Casa di reclusione,242,14,356,199,221,15,22,7,7,236.0,14.0,0.0,222.0,0.0,236.0,0.0,0.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII177996,Locri,Casa circondariale,86,0,122,69,73,12,15,3,3,40.0,0.0,40.0,0.0,0.0,40.0,40.0,40.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII180370,Roma Rebibbia Nuovo Complesso,Casa circondariale - Raffaele Cinotti,1170,113,1562,677,782,67,58,18,16,624.0,65.0,108.0,1.0,10.0,375.0,621.0,571.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII173265,Castrovillari,Casa circondariale - Rosa Sisca,122,0,180,106,113,12,15,2,2,120.0,0.0,2.0,20.0,0.0,120.0,120.0,1.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII178045,Lucera,Casa circondariale,135,0,161,76,91,16,17,3,3,81.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII177332,Latina,Casa circondariale,77,0,126,119,125,17,17,5,4,65.0,0.0,65.0,32.0,0.0,65.0,53.0,0.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII179856,Piazza Armerina,Casa circondariale,49,1,74,41,45,10,12,2,2,42.0,1.0,31.0,0.0,0.0,42.0,5.0,42.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII177107,Lanciano,Casa circondariale,223,0,259,117,151,16,18,5,4,192.0,0.0,10.0,32.0,0.0,192.0,29.0,18.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII179306,Palermo Pagliarelli,Casa circondariale - Antonio Lorusso,1165,9,1431,674,581,49,53,17,17,735.0,7.0,298.0,722.0,0.0,729.0,721.0,66.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII180426,Salerno,Casa circondariale - Antonio Caputo,376,3,579,227,209,30,31,10,9,130.0,1.0,70.0,86.0,4.0,130.0,104.0,82.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII181377,Taranto,Casa circondariale - Carmelo Magli,500,16,942,318,297,26,31,7,8,349.0,16.0,135.0,96.0,5.0,349.0,280.0,76.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII176414,Fossano,Casa di reclusione,136,0,102,62,72,8,16,2,3,48.0,0.0,38.0,3.0,1.0,48.0,13.0,10.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII179237,Opera,Casa di reclusione - Iª casa,918,18,1311,539,628,45,54,21,22,818.0,18.0,230.0,625.0,4.0,818.0,226.0,236.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII152284,Genova Marassi,Casa circondariale,535,0,679,336,336,29,36,11,10,213.0,0.0,128.0,175.0,3.0,213.0,100.0,0.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII182339,Reggio Emilia,Istituti di pena - casa circondariale e di reclusione,292,59,296,197,206,22,22,5,5,265.0,59.0,27.0,264.0,0.0,265.0,157.0,17.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII180001,Rimini,Casa circondariale,118,0,131,111,127,14,17,4,3,53.0,0.0,33.0,36.0,0.0,53.0,41.0,53.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII174686,Ferrara,Casa circondariale - Costantino Satta,244,0,397,172,194,17,19,5,5,234.0,0.0,37.0,197.0,0.0,234.0,234.0,234.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII179842,Piacenza,Casa circondariale - San Lazzaro,416,17,518,218,215,19,26,5,6,275.0,17.0,77.0,9.0,5.0,275.0,275.0,254.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII172508,Bologna,Casa circondariale - Rocco D'Amato,507,22,830,436,462,27,35,9,10,447.0,8.0,131.0,59.0,2.0,447.0,90.0,16.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII179981,Ravenna,Casa circondariale,49,0,81,69,74,17,14,5,3,49.0,0.0,0.0,0.0,0.0,49.0,49.0,49.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII179364,Parma,Casa di reclusione,655,40,744,368,423,1,0,0,0,515.0,40.0,443.0,145.0,16.0,515.0,515.0,515.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII176403,Forlì,Casa circondariale,144,12,153,103,120,14,18,4,4,123.0,8.0,0.0,44.0,0.0,123.0,113.0,123.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII178638,Modena,Casa circondariale,372,3,571,223,222,23,27,6,6,264.0,1.0,204.0,15.0,3.0,264.0,264.0,66.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII181125,Siracusa,Casa circondariale,545,0,672,240,234,21,29,6,6,245.0,0.0,219.0,19.0,2.0,245.0,245.0,245.0,2024-12-23,2024-09-30,2024-09-30,2024-12-23
MII179988,Reggio Calabria Arghillà,Casa circondariale,294,8,344,135,164,12,32,5,8,85.0,8.0,85.0,0.0,3.0,85.0,85.0,85.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172610,Brescia Verziano,Casa di reclusione,71,1,112,77,95,2,0,1,0,71.0,1.0,71.0,0.0,0.0,71.0,10.0,71.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172320,Busto Arsizio,Casa circondariale,240,13,411,184,190,15,21,4,5,177.0,13.0,154.0,170.0,0.0,177.0,177.0,176.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173712,Como,Casa circondariale,226,1,433,198,216,17,23,5,6,200.0,1.0,55.0,177.0,0.0,200.0,4.0,4.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173747,Cremona,Casa circondariale,394,10,584,177,202,17,23,6,6,252.0,10.0,68.0,216.0,4.0,252.0,77.0,77.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177436,Lecco,Casa circondariale,53,0,81,41,38,6,14,2,2,40.0,0.0,40.0,0.0,0.0,40.0,40.0,40.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178027,Lodi,Casa circondariale,45,3,78,44,44,10,13,3,2,30.0,3.0,27.0,0.0,0.0,29.0,30.0,7.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178072,Mantova,Casa circondariale,97,3,151,72,72,11,18,3,3,56.0,3.0,5.0,4.0,0.0,56.0,4.0,56.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178659,Monza,Casa circondariale,411,1,712,281,296,17,29,6,8,317.0,1.0,32.0,273.0,1.0,317.0,317.0,67.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII182910,Pavia,Casa circondariale,515,7,681,239,255,22,26,9,8,298.0,7.0,113.0,104.0,4.0,298.0,298.0,298.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181346,Sondrio,Casa circondariale,26,0,39,28,27,2,11,1,1,20.0,0.0,3.0,0.0,0.0,18.0,3.0,20.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181703,Varese,Casa circondariale,53,0,99,57,59,6,13,2,2,47.0,0.0,15.0,0.0,0.0,47.0,47.0,1.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179733,Voghera,Casa circondariale - Nuovo Complesso,341,0,353,201,231,12,21,4,5,190.0,0.0,84.0,179.0,4.0,190.0,73.0,186.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173311,Catanzaro,Casa circondariale - Ugo Caridi,682,50,646,385,415,30,38,9,10,392.0,24.0,208.0,23.0,22.0,391.0,208.0,392.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173324,Crotone,Casa circondariale,99,2,116,70,75,11,18,3,3,33.0,1.0,33.0,0.0,2.0,33.0,33.0,33.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179342,Palmi,Casa circondariale - Filippo Salsone,141,0,168,112,131,12,18,4,4,54.0,0.0,37.0,0.0,0.0,54.0,53.0,54.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179353,Paola,Casa circondariale,181,27,190,106,112,17,19,4,4,161.0,12.0,156.0,3.0,0.0,161.0,159.0,161.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180415,Rossano,Casa di reclusione - Nuovo Complesso,263,0,312,109,139,20,23,7,6,142.0,0.0,136.0,46.0,0.0,142.0,142.0,142.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181908,Vibo Valentia,Casa circondariale - Nuovo Complesso,406,33,382,192,224,24,26,6,6,154.0,25.0,121.0,8.0,0.0,154.0,154.0,154.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII159053,Ariano Irpino,Casa circondariale - Pasquale Campanello,263,13,324,145,165,14,21,4,5,133.0,8.0,121.0,64.0,4.0,133.0,81.0,125.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172187,Aversa,Casa di reclusione - Filippo Saporito,254,20,261,136,105,28,25,5,7,90.0,6.0,82.0,65.0,3.0,90.0,41.0,28.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173101,Carinola,Casa di reclusione - Gian Battista Novelli,562,28,487,167,179,26,29,6,7,280.0,26.0,140.0,139.0,6.0,164.0,279.0,137.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173784,Eboli,Casa di reclusione,54,0,49,27,24,10,14,0,3,9.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172580,Bolzano,Casa circondariale,88,0,120,61,77,5,20,1,4,31.0,0.0,1.0,0.0,0.0,19.0,5.0,30.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176719,Gorizia,Casa circondariale - Angiolo Bigazzi,53,0,79,48,54,5,12,1,2,17.0,0.0,17.0,16.0,0.0,17.0,17.0,17.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179290,Padova,Casa circondariale,188,1,231,128,142,15,19,3,3,68.0,1.0,68.0,68.0,3.0,68.0,68.0,68.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180487,Santa Maria Capua Vetere,Casa circondariale - Francesco Uccella,818,125,966,446,460,44,43,12,13,404.0,65.0,339.0,295.0,8.0,404.0,404.0,244.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179913,Pordenone,Casa circondariale,37,0,50,44,53,10,13,2,2,14.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180424,Rovigo,Casa circondariale,209,0,250,132,175,13,19,4,4,111.0,0.0,109.0,109.0,6.0,111.0,111.0,109.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII159065,Ascoli Piceno,Casa circondariale,103,3,131,145,152,17,16,3,3,65.0,2.0,19.0,59.0,0.0,63.0,4.0,13.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173237,Castelfranco Emilia,Casa di reclusione,191,42,98,66,62,14,16,3,3,57.0,12.0,45.0,34.0,2.0,57.0,57.0,45.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII174501,Fermo,Casa di reclusione,43,0,52,49,50,11,15,2,3,22.0,0.0,0.0,22.0,0.0,11.0,0.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181645,Treviso,Casa circondariale,132,0,241,136,149,13,17,2,3,62.0,0.0,9.0,5.0,0.0,61.0,8.0,6.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176424,Fossombrone,Casa di reclusione,182,81,89,99,129,17,19,5,6,123.0,81.0,42.0,0.0,1.0,33.0,34.0,122.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181661,Trieste,Casa circondariale - Ernesto Mari,150,4,236,124,149,21,20,6,5,64.0,4.0,5.0,39.0,0.0,48.0,7.0,64.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181672,Udine,Casa circondariale - Antonio Santoro,95,0,177,90,112,14,17,4,4,62.0,0.0,60.0,60.0,1.0,62.0,62.0,60.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179818,Pesaro,Casa circondariale,156,1,241,144,154,16,18,4,4,125.0,1.0,4.0,12.0,0.0,125.0,6.0,5.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181863,Venezia Santa Maria Maggiore,Casa circondariale,159,2,262,147,149,17,18,5,5,86.0,2.0,86.0,86.0,0.0,86.0,86.0,86.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181847,Venezia Giudecca,Casa di reclusione femminile,112,0,100,110,135,14,20,5,4,28.0,0.0,16.0,28.0,0.0,28.0,9.0,14.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181891,Verona,Casa circondariale - Montorio,335,17,595,319,317,19,27,4,5,308.0,15.0,104.0,281.0,2.0,308.0,1.0,1.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII182440,Avezzano,Casa circondariale,53,2,75,32,39,9,12,2,2,33.0,2.0,33.0,1.0,0.0,33.0,33.0,33.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173088,Campobasso,Casa circondariale,107,10,161,92,105,8,14,2,3,74.0,7.0,45.0,61.0,1.0,74.0,74.0,74.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII157783,Alba,Casa di reclusione - Giuseppe Montalto,138,89,43,88,107,10,14,3,3,112.0,86.0,22.0,112.0,1.0,112.0,22.0,22.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173114,Cassino,Casa circondariale,200,73,210,107,142,19,18,4,3,118.0,70.0,22.0,108.0,0.0,118.0,118.0,118.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173364,Chieti,Casa circondariale,79,0,133,84,80,15,15,4,3,33.0,0.0,33.0,6.0,1.0,33.0,33.0,4.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII159069,Asti,Casa di reclusione,205,1,248,159,167,14,22,7,7,190.0,1.0,0.0,190.0,0.0,190.0,179.0,190.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173688,Civitavecchia Giuseppe Passerini,Casa di reclusione,144,52,85,41,53,7,0,0,0,60.0,16.0,40.0,50.0,0.0,60.0,60.0,60.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173356,Chiavari,Casa di reclusione,52,0,62,48,48,10,13,3,2,23.0,0.0,22.0,3.0,1.0,23.0,23.0,23.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176437,Frosinone,Casa circondariale - Giuseppe Pagliei,517,55,574,239,280,24,30,5,8,334.0,52.0,84.0,330.0,4.0,334.0,334.0,70.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII173764,Cuneo,Casa circondariale,433,52,379,172,206,13,22,6,5,218.0,48.0,191.0,1.0,6.0,218.0,193.0,193.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181636,Trento,Casa circondariale - Spini di Gardolo,422,4,362,173,199,20,27,8,8,170.0,2.0,170.0,170.0,13.0,170.0,170.0,163.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172814,Brissogne - Aosta,Casa circondariale,181,13,137,116,138,6,15,2,3,167.0,13.0,48.0,23.0,0.0,167.0,161.0,167.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176759,Isernia,Casa circondariale,44,0,63,42,36,12,10,3,2,24.0,0.0,4.0,24.0,0.0,24.0,24.0,24.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176703,Genova Pontedecimo,Casa circondariale,96,10,143,132,143,12,16,3,3,96.0,10.0,96.0,96.0,2.0,96.0,96.0,53.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177323,Larino,Casa circondariale,119,1,146,114,127,13,16,3,3,106.0,1.0,53.0,0.0,0.0,106.0,9.0,4.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176749,Imperia,Casa circondariale,53,0,70,51,58,13,13,3,2,41.0,0.0,41.0,3.0,1.0,41.0,41.0,41.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176781,Ivrea,Casa circondariale,195,6,271,175,176,13,20,4,4,189.0,6.0,0.0,0.0,1.0,189.0,188.0,15.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179331,Paliano,Casa di reclusione,153,1,66,62,66,16,14,2,2,57.0,1.0,46.0,11.0,0.0,57.0,55.0,56.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176788,La Spezia,Casa circondariale,151,48,124,113,133,10,17,2,3,92.0,48.0,92.0,6.0,0.0,92.0,92.0,92.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII169535,Rieti,Casa circondariale - Nuovo Complesso,295,6,516,137,175,22,23,5,6,157.0,3.0,157.0,157.0,0.0,157.0,157.0,157.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180401,Roma Regina Coeli,Casa circondariale,628,62,1055,347,480,33,48,7,11,323.0,33.0,150.0,1.0,0.0,323.0,320.0,323.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180437,Saluzzo,Casa di reclusione - Rodolfo Morandi,424,0,357,180,206,16,24,9,7,275.0,0.0,66.0,204.0,4.0,275.0,270.0,98.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180380,Roma Rebibbia,Casa di reclusione,445,149,285,136,189,22,29,6,8,381.0,110.0,61.0,58.0,0.0,60.0,381.0,381.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180356,Roma Rebibbia IIIª casa,Casa circondariale,172,40,83,31,46,16,15,3,3,43.0,10.0,43.0,0.0,0.0,43.0,43.0,43.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180348,Roma Rebibbia femminile,Casa circondariale - Germana Stefanini,272,7,380,188,214,24,26,6,7,171.0,7.0,94.0,87.0,8.0,132.0,171.0,169.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181870,Verbania,Casa circondariale,53,0,78,43,44,5,13,1,2,37.0,0.0,34.0,5.0,1.0,37.0,37.0,35.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179299,Padova Nuovo Complesso,Casa di reclusione,438,63,552,320,336,27,30,11,11,386.0,57.0,48.0,0.0,2.0,386.0,0.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181371,Sulmona,Casa di reclusione,519,8,440,237,255,24,31,7,8,367.0,2.0,83.0,354.0,4.0,367.0,367.0,77.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181820,Vasto,Casa di lavoro,197,50,90,68,95,15,19,4,5,98.0,28.0,15.0,85.0,1.0,98.0,98.0,93.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181839,Velletri,Casa circondariale,412,75,482,212,275,26,32,7,8,276.0,43.0,76.0,265.0,5.0,276.0,206.0,69.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181424,Torino,Casa circondariale - Lorusso Cutugno,1117,22,1422,693,762,48,55,17,18,936.0,22.0,14.0,90.0,7.0,936.0,936.0,902.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII158919,"Alessandria Cantiello, Gaeta",Casa circondariale,233,23,204,129,127,13,34,3,10,75.0,10.0,5.0,74.0,0.0,75.0,75.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179995,Reggio Calabria Giuseppe Panzera,Casa circondariale,180,15,203,154,145,25,0,4,0,85.0,8.0,81.0,14.0,1.0,85.0,85.0,80.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII158924,Alessandria San Michele,Casa di reclusione,265,2,371,178,210,14,0,6,0,241.0,2.0,7.0,63.0,0.0,241.0,241.0,241.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172277,Altamura,Casa di reclusione,52,1,81,41,0,6,0,1,0,51.0,1.0,1.0,51.0,0.0,51.0,0.0,51.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII158948,Arezzo,Casa circondariale,108,85,40,32,38,13,15,3,3,57.0,38.0,9.0,3.0,1.0,56.0,57.0,54.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181678,Bari,Casa circondariale - Francesco Rucci,294,42,418,234,258,24,26,4,5,165.0,30.0,142.0,76.0,17.0,143.0,163.0,164.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII174720,Firenze Sollicciano,Casa circondariale,497,136,532,435,416,27,34,10,11,358.0,102.0,62.0,29.0,0.0,358.0,345.0,351.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII172623,Brindisi,Casa circondariale,152,33,201,128,141,21,18,5,5,72.0,11.0,62.0,26.0,2.0,72.0,72.0,72.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176743,Grosseto,Casa circondariale,15,0,26,32,30,10,12,1,1,9.0,0.0,1.0,0.0,0.0,9.0,1.0,1.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII176375,Foggia,Casa circondariale,364,19,642,233,244,31,29,8,7,213.0,9.0,71.0,13.0,1.0,198.0,7.0,211.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII177498,Livorno Gorgona,Casa di reclusione,89,0,76,0,0,6,0,1,0,55.0,0.0,55.0,0.0,0.0,55.0,55.0,55.0,2024-12-24,,2024-09-30,2024-12-24
MII177463,Livorno,Casa circondariale,391,211,241,250,268,22,35,9,9,296.0,179.0,78.0,83.0,4.0,230.0,230.0,43.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178035,Lucca,Casa circondariale,63,25,81,71,91,13,14,2,2,59.0,21.0,5.0,7.0,4.0,59.0,59.0,8.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178124,Matera,Casa circondariale,132,7,195,97,125,16,15,5,3,49.0,3.0,49.0,49.0,0.0,49.0,49.0,49.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII178141,Melfi,Casa circondariale,126,0,178,131,151,8,16,2,3,122.0,0.0,14.0,109.0,0.0,122.0,122.0,1.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179938,Potenza,Casa circondariale - Antonio Santoro,110,58,96,106,111,16,17,4,3,88.0,38.0,49.0,10.0,0.0,70.0,88.0,50.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179280,Orvieto,Casa di reclusione,98,0,115,56,57,22,21,6,5,35.0,0.0,33.0,0.0,0.0,35.0,10.0,35.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180476,San Severo,Casa circondariale,61,0,85,45,60,8,10,3,2,38.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181434,Trani,Casa circondariale,447,150,390,201,237,27,26,6,6,202.0,89.0,114.0,94.0,7.0,146.0,114.0,202.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII182919,Pisa,Casa circondariale,197,18,266,180,184,20,20,4,4,153.0,10.0,28.0,114.0,2.0,85.0,121.0,149.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181681,Turi,Casa di reclusione,108,0,168,83,90,14,14,0,2,42.0,0.0,3.0,1.0,1.0,42.0,42.0,42.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179896,Pistoia,Casa circondariale,76,1,64,53,65,13,14,4,3,48.0,1.0,0.0,0.0,0.0,37.0,47.0,18.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII158935,Alghero,Casa di reclusione - Giuseppe Tomasiello,156,0,86,70,79,13,16,4,4,62.0,0.0,62.0,0.0,0.0,62.0,62.0,62.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII179958,Prato,Casa circondariale,589,7,621,247,270,28,35,8,9,299.0,5.0,25.0,249.0,0.0,299.0,0.0,23.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII158945,Arbus,Casa di reclusione - località Is Arenas,176,50,87,66,81,13,20,6,5,40.0,10.0,40.0,0.0,0.0,40.0,40.0,40.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII180458,San Gimignano,Casa di reclusione,243,20,309,189,205,12,21,5,6,231.0,20.0,0.0,4.0,0.0,231.0,231.0,204.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
MII181115,Siena,Casa circondariale,58,0,75,43,41,9,13,2,2,39.0,0.0,1.0,4.0,0.0,39.0,39.0,1.0,2024-12-24,2024-09-30,2024-09-30,2024-12-24
